"Fit parameters produced by simultaneous optimization of 4 psuedo-Voigt peaks over the Hap quadruplet. Io is the total integrated intensity, mu is the mean position (peak center), fg is the Gaussian component of the peak width, fl is the Lorentzian component of the peak width. See methods section ref  6 and Supplemental Text 1.4.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
reflection,'121','121','121','121','112','112','112','112','030','030','030','030','022','022','022','022'
variable,Io,mu,fg,fl,Io,mu,fg,fl,Io,mu,fg,fl,Io,mu,fg,fl
units,[2theta*a.u.],[2theta],[2theta],[2theta],[2theta*a.u.],[2theta],[2theta],[2theta],[2theta*a.u.],[2theta],[2theta],[2theta],[2theta*a.u.],[2theta],[2theta],[2theta]
pattern_ID,,,,,,,,,,,,,,,,
689,7438.942286,14.85309491,0.090759585,0.04860976,180.4460837,15.155,0.15,0.15,11299.74083,15.36782263,0.085760678,0.057255498,0.000104446,15.96258544,0.110332688,0.147056652
690,8730.227135,14.85161506,0.089357669,0.04660785,219.080275,15.155,0.15,0.15,10213.67186,15.36722504,0.088744246,0.049928028,0.000100002,16.005,0.15,0.15
691,9056.993601,14.85169806,0.089163761,0.045248505,138.115617,15.155,0.15,0.15,7746.786565,15.3662113,0.089979169,0.048335776,8.740026278,15.9287345,0.023371815,0.023371815
692,8623.419981,14.85310445,0.089689192,0.041048267,346.3556026,15.03479749,0.149963502,0.105198245,6824.621755,15.36313025,0.086274435,0.052446315,16.41868873,15.91923028,0.02347265,0.025023796
693,9546.367452,14.85625386,0.084704928,0.043792803,234.5035905,15.06239936,0.108007565,0.023371829,8213.221615,15.36251972,0.083069217,0.05361904,82.52452675,15.92011372,0.076340053,0.023371815
694,8254.287984,14.85700712,0.086364519,0.040890811,500.3318572,15.0634327,0.023371839,0.138729544,8093.910102,15.36237118,0.085534167,0.050405244,185.8294309,15.92728778,0.067151234,0.039833644
695,8248.264912,14.85407311,0.086973241,0.039512935,763.8788393,15.06268291,0.043624375,0.095990421,6639.867854,15.36412149,0.084133604,0.046782186,455.4223887,15.92314704,0.078086984,0.023371818
696,8277.999115,14.85547518,0.085293028,0.042233501,1498.457212,15.07090284,0.080755498,0.043970031,6550.282489,15.36558181,0.089650327,0.042772541,705.5516197,15.92733544,0.086221179,0.023371838
697,8480.844286,14.85471849,0.091497548,0.037352506,1271.321261,15.06555403,0.070473992,0.069754667,5765.992369,15.36568816,0.089905284,0.043280395,675.473473,15.92369705,0.084076544,0.023371818
698,7287.308287,14.85591725,0.085975758,0.043867004,1108.537485,15.07287337,0.086892116,0.043380558,5484.667563,15.36454537,0.085741932,0.045618193,715.3898936,15.92667845,0.088321412,0.023371816
699,3588.914082,14.85485555,0.077769462,0.047604829,618.5731707,15.07721461,0.02337182,0.103933354,10686.98444,15.36250616,0.088852108,0.04976922,224.9926725,15.92147904,0.073774431,0.023371815
700,2641.735753,14.85538036,0.092844552,0.032002148,547.8024645,15.15499999,0.15,0.15,13931.80972,15.36744579,0.089514568,0.049556995,48.66935047,15.92945385,0.039854704,0.023371821
701,2945.516984,14.85200924,0.10372579,0.024275322,348.6318867,15.09557951,0.15,0.144337863,15661.56398,15.36584513,0.08694957,0.054259508,0.0001,15.91352396,0.099820653,0.100167825
702,4960.517147,14.85397955,0.095773754,0.037829676,297.1940889,15.155,0.15,0.15,13166.56138,15.36751137,0.088975032,0.054045078,0.000100002,16.005,0.149999998,0.15
703,7519.239955,14.85190805,0.091078533,0.048613043,313.846296,15.155,0.149999999,0.130183728,11941.677,15.36719861,0.088929249,0.053049586,0.000100635,16.005,0.138607782,0.15
704,9143.13181,14.85333301,0.088067521,0.054209543,222.9701339,15.155,0.15,0.104995295,9541.47668,15.36661232,0.085755198,0.055260391,0.000379747,16.00499881,0.096726004,0.15
705,8764.884672,14.85185737,0.086832388,0.05253486,188.7719482,15.155,0.15,0.095376099,9686.71102,15.36554582,0.090153356,0.049983794,0.000149006,15.93417126,0.031088399,0.023919238
706,9004.994786,14.85119913,0.087511355,0.050607743,235.7238306,15.155,0.15,0.15,8389.38485,15.3657121,0.089920094,0.04708818,19.28286123,15.90492549,0.061088171,0.023371815
707,8766.345932,14.8541011,0.088405367,0.049448855,196.2801125,15.12437579,0.149905226,0.149999729,6791.4847,15.36423263,0.087695029,0.051401638,16.91547277,15.92189138,0.028972862,0.023426219
708,9912.790785,14.85411024,0.087459567,0.048097193,347.1616022,15.0628116,0.023373089,0.122157343,6599.230786,15.36343545,0.087270427,0.049803204,86.52540941,15.92054389,0.067160068,0.023371815
709,9799.83038,14.85396519,0.089146526,0.043819375,636.9568665,15.06634445,0.02605417,0.122253721,5872.734053,15.36700961,0.086327042,0.049380196,314.6305528,15.92248882,0.082373826,0.023371815
710,7585.378312,14.85464492,0.086344616,0.041960149,1145.297256,15.07372949,0.063018617,0.063043711,4794.768927,15.36313789,0.083759989,0.046851884,610.7286986,15.92307816,0.086795286,0.023371818
711,4612.232135,14.85326608,0.087577123,0.034389345,700.7961553,15.07038469,0.028185116,0.09133796,9053.546437,15.36130102,0.085691352,0.049592238,179.0129362,15.92515238,0.076711646,0.023371815
712,2178.070406,14.8534766,0.093234852,0.024415437,523.617757,15.08460134,0.15,0.115463685,13126.86083,15.36292041,0.089378695,0.051664419,72.79648646,15.93583687,0.07433731,0.023371821
713,3048.514774,14.85432234,0.087937879,0.039228137,417.0078024,15.13409312,0.15,0.15,14494.33948,15.36409169,0.086634245,0.054643828,19.95410863,15.91361487,0.03130306,0.023371815
714,5722.158217,14.8504742,0.087529907,0.050145629,378.4981043,15.14413483,0.15,0.15,12996.21648,15.36395198,0.084571986,0.056357223,6.993207056,15.92018058,0.023371815,0.023371815
715,7946.134304,14.85168148,0.089351934,0.045777237,274.330395,15.05491634,0.149999997,0.138308586,8915.402176,15.36342342,0.08567382,0.053394116,0.000112778,15.91795265,0.028974324,0.087768611
716,8760.999205,14.85131677,0.091049851,0.046151068,302.5372216,15.08855145,0.15,0.15,7436.789468,15.36390905,0.089013865,0.049761323,28.74419469,15.92013067,0.023995431,0.023371817
717,9313.526168,14.85337173,0.094086892,0.0417865,402.1030508,15.03118561,0.052814072,0.149997482,5851.232436,15.3627447,0.083923927,0.050984397,88.30802779,15.91338186,0.062520903,0.023431584
718,8983.737681,14.85473531,0.087515607,0.050184882,571.340937,15.05990965,0.066834878,0.085263412,4900.260417,15.3640042,0.08615532,0.049971616,366.1516059,15.9218746,0.08643479,0.023371818
719,6869.803086,14.85547393,0.085796411,0.051078162,1094.455476,15.06453888,0.088324536,0.050686797,5645.501013,15.36259147,0.075492019,0.058441581,819.3076049,15.9203374,0.089497991,0.040441709
720,6576.518555,14.8563652,0.082738694,0.04814516,2087.987782,15.06618374,0.085804791,0.046024802,5846.774897,15.36296851,0.077903713,0.051787341,997.5322967,15.9181968,0.098316889,0.02337183
721,7075.62904,14.85623903,0.080655432,0.047583523,2842.867592,15.06766434,0.08315135,0.047620622,6911.658796,15.36092732,0.076956728,0.049165315,1063.041972,15.92104228,0.076873237,0.049410303
722,6205.502198,14.85747253,0.082756818,0.038472972,2955.942047,15.0660043,0.070064821,0.060453261,6733.590716,15.36154248,0.07800605,0.048953207,716.8160774,15.92136614,0.088486302,0.023371823
723,5809.98925,14.85689597,0.086586233,0.038036036,2215.543738,15.06473639,0.075591857,0.055636057,6718.389351,15.36235242,0.084142523,0.04640834,733.7697848,15.92072534,0.091313283,0.023371817
724,6083.323395,14.85534022,0.083795072,0.041820917,1857.299221,15.06868153,0.053496143,0.073888102,7096.284927,15.36379169,0.085255618,0.052650486,885.597746,15.9131029,0.088479224,0.023371815
725,6893.146488,14.8536677,0.082267052,0.043691108,2216.145943,15.06952403,0.063050064,0.075891573,6403.848134,15.36306765,0.089229543,0.047170978,596.7307873,15.92494175,0.090770254,0.023371817
726,6363.836631,14.85461091,0.086465832,0.042193284,1972.419354,15.07050166,0.08421182,0.053338255,6014.490664,15.36231071,0.086056965,0.048340645,697.0817173,15.92314744,0.086095287,0.023371816
727,6020.877378,14.85342131,0.085710929,0.03996275,1985.969353,15.06893502,0.062666877,0.06658778,6156.735063,15.36021525,0.087080109,0.051043158,627.5118915,15.92114075,0.084106801,0.023371824
728,8923.436516,14.8561309,0.076370686,0.050450036,609.5003472,15.06298296,0.055199206,0.081308593,8293.093038,15.36159192,0.08222695,0.057306106,369.2029468,15.93320746,0.097518136,0.023371818
729,413.4317966,14.86523537,0.090829761,0.034101026,90.16616076,15.04052493,0.057786035,0.100855011,761.5503675,15.3620144,0.054475743,0.088889354,109.2166199,15.89282505,0.088278639,0.114309604
730,3519.079289,14.86286537,0.066683481,0.078677791,675.6909293,15.07841807,0.098855435,0.023371854,4031.297729,15.36501304,0.076668,0.076375167,448.1870848,15.93237811,0.110077701,0.023371815
731,6210.065336,14.85553199,0.082149642,0.0519164,1249.127165,15.06931857,0.078532009,0.0558214,5800.778623,15.36493858,0.086058452,0.051059645,714.1433545,15.91766223,0.088111421,0.023371834
732,5056.935844,14.85492155,0.093385081,0.031284451,981.9830821,15.05853775,0.050391907,0.0820949,7208.624487,15.36422325,0.08586984,0.046026553,542.3063368,15.92101159,0.07373509,0.023371819
733,3585.639221,14.85777898,0.086515526,0.036548674,324.1936393,15.155,0.15,0.15,11630.79574,15.36250801,0.086964249,0.045523014,73.20901464,15.92163974,0.072895887,0.023371818
734,2308.635025,14.85592124,0.089068898,0.029895429,145.5693763,15.15499995,0.141854279,0.139449071,11095.39675,15.36164776,0.090266811,0.048350332,8.226867035,15.89275384,0.023373338,0.023927243
735,1182.502274,14.85507591,0.094739058,0.023371816,104.0157069,15.155,0.15,0.120744184,12747.07574,15.36498902,0.089286839,0.050643264,0.0001,15.9334513,0.049496988,0.023372194
736,1101.761742,14.85564142,0.102416608,0.023371815,207.0299763,15.155,0.15,0.102217186,15008.03458,15.36627303,0.088322532,0.053645486,0.000100001,16.005,0.15,0.15
737,1574.851752,14.85415932,0.101087839,0.023371815,169.2299426,15.155,0.15,0.118444875,15830.84037,15.36637887,0.084116057,0.059308357,0.0001,15.855,0.02337269,0.15
738,2667.58399,14.85326722,0.09218063,0.043696942,218.3732839,15.155,0.149999999,0.104931358,16456.43835,15.36686606,0.085769157,0.059212765,0.000100523,16.005,0.102554833,0.15
739,4456.336664,14.85438754,0.099266821,0.036892167,190.359862,15.155,0.149999878,0.113221895,15444.62592,15.36743662,0.088198606,0.056264053,0.000239818,16.00499735,0.149999667,0.149999997
740,6055.570137,14.85369191,0.094764235,0.042734968,156.2095023,15.15499999,0.149999264,0.121010791,12206.88126,15.36734279,0.08886531,0.056440871,0.000202838,16.00499976,0.130008373,0.15
741,8475.845028,14.85090138,0.089272993,0.046155826,178.7461963,15.155,0.15,0.15,10706.84788,15.36625577,0.088985407,0.052374591,0.000100004,16.005,0.149991359,0.15
742,8549.810576,14.85159193,0.090786243,0.042711478,179.9693957,15.01184357,0.149999757,0.149999498,8561.063929,15.36563745,0.0869959,0.055823137,0.19445418,16.00498417,0.149320351,0.149999888
743,8761.949722,14.85258103,0.087604859,0.046960567,190.4434427,15.05736594,0.15,0.15,7947.348989,15.36727886,0.082809045,0.055018615,17.87255879,15.93304322,0.025644739,0.023371815
744,8393.675687,14.85375134,0.08774626,0.044670857,288.2814763,15.07646141,0.149999968,0.126656687,6369.771834,15.36404315,0.088866303,0.047799054,9.417969903,15.91444957,0.023371884,0.023371842
745,9900.425252,14.85759385,0.090217015,0.039209375,236.2280172,15.0527164,0.092123649,0.023371825,6704.188258,15.36578607,0.081194407,0.051634722,96.41146955,15.91817831,0.064732332,0.023371816
746,9276.93869,14.85748626,0.089329043,0.040550156,605.3632267,15.06021922,0.077952295,0.067305667,5911.356916,15.36255288,0.087123702,0.044963807,262.5050298,15.92328789,0.075998417,0.023371827
747,8396.495052,14.85731319,0.090092907,0.037541731,863.7255226,15.06721708,0.023371941,0.113251849,5480.267768,15.36432298,0.085989954,0.045905868,505.2496528,15.92569468,0.084000187,0.023371815
748,8585.254525,14.85679017,0.086653544,0.042014125,1470.775245,15.07037144,0.082386556,0.041874164,5859.950071,15.36563955,0.078638304,0.0517135,754.0697677,15.92430722,0.093534056,0.023372014
749,8185.288217,14.85541192,0.091301707,0.040014905,1390.687627,15.06573026,0.077638063,0.059483922,5285.102927,15.36174299,0.08513864,0.047153484,812.2678614,15.92282915,0.087867513,0.023371821
750,7607.020764,14.85685112,0.082654744,0.047804912,1034.541626,15.07327652,0.107936978,0.023371825,4967.652378,15.36551063,0.076476626,0.058698269,774.0677117,15.92299705,0.094424962,0.026518241
751,4984.660461,14.8543719,0.087096474,0.037541057,963.8132041,15.07199037,0.030223793,0.083272191,7697.376566,15.36533948,0.082048348,0.053560493,434.3672701,15.91716211,0.089495121,0.023371834
752,2756.219802,14.85518836,0.082899143,0.043264375,524.1203081,15.155,0.15,0.15,14572.4043,15.36879091,0.084560579,0.052511298,48.05142126,15.92720072,0.050504607,0.023371815
753,3570.903075,14.85164171,0.096362022,0.034476369,343.6606436,15.13903721,0.149999981,0.123824627,14525.584,15.3658438,0.089376724,0.056121836,0.000353517,15.95247669,0.04341467,0.02337233
754,5723.857235,14.8502605,0.090411668,0.046036738,295.6508371,15.155,0.15,0.15,14034.25416,15.36688243,0.086050565,0.056510617,0.000100208,15.93906176,0.047035101,0.118006058
755,6754.862328,14.85352068,0.091445796,0.046455751,212.138494,15.155,0.15,0.122051385,12736.11976,15.36850646,0.083466358,0.056745236,0.000488008,16.005,0.080293105,0.023371819
756,8959.294759,14.85221946,0.091931788,0.047845639,277.3365048,15.155,0.15,0.15,9117.889196,15.36696804,0.085875776,0.053075937,0.0001,16.00498246,0.023386852,0.15
757,8210.92515,14.85245388,0.089883483,0.04885597,259.5587263,15.14199484,0.149998169,0.14997755,7850.840841,15.36779181,0.092810051,0.04709974,5.49867332,16.00386122,0.149835514,0.149999268
758,8265.161374,14.85301004,0.086727777,0.050792849,250.0058916,15.155,0.15,0.15,6892.127629,15.36602216,0.08870618,0.046908621,0.0001,15.951948,0.038068448,0.038070832
759,8580.061771,14.85399487,0.090885719,0.045802196,253.7618203,15.05458014,0.149999997,0.137329948,6491.938394,15.36446462,0.085969272,0.052876791,49.47407092,15.91510924,0.05677347,0.023371821
760,9394.179333,14.85541257,0.087427794,0.050172339,229.5685023,15.06429915,0.099971871,0.059714194,6253.191288,15.36487234,0.085522714,0.050706782,81.8358805,15.9229887,0.054325178,0.023371815
761,9429.43941,14.85551898,0.089470257,0.04697735,578.6162211,15.06627327,0.093988082,0.047798871,4937.875643,15.36370086,0.083146485,0.050020147,327.2775363,15.92289953,0.084240975,0.023371816
762,7567.375136,14.8567028,0.08365419,0.045372243,1105.736657,15.06469969,0.08218925,0.042808787,5068.386777,15.36072727,0.076078073,0.053112437,551.5732666,15.92357912,0.089591354,0.023371844
763,5141.26576,14.85347896,0.082974521,0.041882461,852.5163818,15.06743529,0.06720255,0.066454293,8400.297785,15.36209003,0.085295011,0.050560443,190.2471029,15.92095338,0.080821666,0.023371837
764,2577.104771,14.85161892,0.09464661,0.029813469,475.1091293,15.08216185,0.023372867,0.122861866,11549.13615,15.36284652,0.089422406,0.052869705,52.61091326,15.92132102,0.050441266,0.023371815
765,2811.595557,14.85309012,0.094499005,0.033033027,395.9506184,15.12330034,0.149999633,0.149969518,14031.86024,15.36479805,0.087626762,0.056682706,1.321562264,15.91985492,0.023883409,0.051290794
766,5124.620909,14.85184627,0.095047039,0.038388505,401.8074902,15.07405448,0.15,0.15,12939.66521,15.36537859,0.083427692,0.05881061,0.0001,15.85516597,0.149883132,0.023482616
767,7597.059193,14.85198535,0.091065604,0.045986675,195.6841149,15.06542654,0.14992384,0.056912387,8057.214592,15.36448907,0.088951035,0.053566842,0.015974989,16.00496208,0.140357472,0.149999912
768,8446.627397,14.85145464,0.092851453,0.041890645,407.0250869,15.06764519,0.149992749,0.149830175,6490.123161,15.36526302,0.085827485,0.053578492,8.748590334,15.94234724,0.12903306,0.149855144
769,8966.26599,14.85351477,0.090511435,0.044135392,478.32041,15.04274885,0.080126424,0.149994172,5236.94593,15.36361773,0.085019081,0.046695683,110.8709983,15.91608596,0.076290803,0.026820729
770,8924.85573,14.85584042,0.090507461,0.045855538,554.6589044,15.05887764,0.106117854,0.026174092,4926.856846,15.36441383,0.085887035,0.049680351,476.1653699,15.91877285,0.093287271,0.023371815
771,6509.465786,14.8559078,0.086378552,0.047751901,1300.901655,15.06770475,0.075076793,0.066787831,5830.243968,15.36151553,0.080902934,0.052297612,728.1864621,15.92234446,0.095190277,0.023371817
772,5769.397979,14.85680514,0.087903267,0.042889576,2053.071606,15.06709926,0.072290905,0.06695727,6335.398736,15.36264099,0.079805771,0.04969845,822.6575782,15.92179047,0.098984733,0.023371817
773,6616.819698,14.8579735,0.080570694,0.045100445,2571.392179,15.06806564,0.085228789,0.048523737,6885.352956,15.36344848,0.07403593,0.051635266,874.0281372,15.91927738,0.094593508,0.025615925
774,6548.448502,14.85595132,0.079723701,0.042539668,2654.944363,15.06711578,0.071262429,0.062306332,6877.102784,15.3618871,0.081544796,0.046564196,723.9182014,15.92223419,0.087514917,0.023371816
775,6199.827291,14.85769739,0.084538502,0.042155869,2365.397901,15.06598192,0.089053346,0.045736091,5752.265539,15.36351533,0.081131394,0.050537333,924.5762512,15.92048742,0.090566393,0.023371819
776,6304.555499,14.85683731,0.085588707,0.0424492,2225.769377,15.06876872,0.079164525,0.05692872,5819.472903,15.36373891,0.085074787,0.050960415,944.1890483,15.92049064,0.091432207,0.023371816
777,6426.801477,14.85506921,0.084568326,0.041882609,2407.034783,15.06774429,0.086502554,0.052624197,5643.662506,15.36246368,0.08755872,0.049227017,784.7047343,15.92274714,0.092324571,0.023371815
778,5571.63936,14.8548075,0.087041142,0.041805174,2186.601244,15.07111058,0.074730457,0.061590271,5484.882954,15.36259087,0.08203667,0.051967154,799.9702938,15.92241316,0.086336015,0.023371818
779,5171.57444,14.85227079,0.086522271,0.035461606,1484.314396,15.0716602,0.067183423,0.062217983,7453.610021,15.36112117,0.085864025,0.052806391,462.1446735,15.92480142,0.078328162,0.023371816
780,6715.758594,14.8563958,0.082653983,0.044455729,509.2807925,15.06245309,0.106058501,0.056281132,9722.650703,15.35940872,0.084839382,0.061067167,249.3743332,15.9267861,0.081169953,0.023371815
